,url,comment,page_file
36744,/comment/36744,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-8.json
36747,/comment/36747,"I support the continuation of the Rondeau cottage community and therefore support this proposal to extend the leases for an interim 3 year period while a permanent solution is concluded. The Rondeau cottage community is a true cultural and environmental jewel and the community has co existed with nature for over 100 years. This 3 year extension will allow for the conclusion for a permanent solution to be arrived at that will be a win win for all stakeholders.
",comments-8.json
36749,/comment/36749,"As a member of the Rondeau cottage community, I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-8.json
36751,/comment/36751,"I have been to Rondeau and I know the cottagers and they add a great deal to the experience of the park. I support the continuation of the Rondeau cottage community for the long term future. I also support the three-year lease extension as described in ERO Policy Proposal 019-0907.
The lease extension should be granted automatically to all existing leaseholders as many are snow birds and not local .
They need a  permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I am in favour of  it being implemented as soon as possible.
",comments-8.json
36752,/comment/36752,"My family has been a cottager in Rondeau since the late 1970s and we very much support the continuation of the cottage leases in Rondeau Provincial Park.  If we need 3 years to finalize the lease agreement, then I am in favour of taking the time to get it right.
Rondeau was my second home growing up and is now a second home for my three children and has been a welcoming community to us, our extended family and countless friends over the years.  We believe that as cottagers, we are stewards of the park and ensure that everyone that visits is aware of the sensitive balance between the humans, animals and vegetation that call Rondeau home.
We believe that a permanent solution should be the objective as the Rondeau leaseholders have, and will continue to be, stewards of the park and will work to maintain and improve the park for all of its inhabitants and visitors.
For over 125 years, Rondeau has been an example of how cottagers and the natural environment can live and thrive together...we look forward to continuing this excellent relationship.
",comments-8.json
36753,/comment/36753,"Re:   The long term tenure of the Rondeau heritage cottage community
In 1894 the government established Rondeau as a place where local residents and people from Michigan could build cottages on leased lots with the full blessing and support of the Ontario government.  The  cottages are a source of revenue for the Province as well as for Chatham-Kent and also support local business for the past 125 years.  Why kill the goose that lays the golden egg when keeping this valuable community alive for the longterm is a guaranteed win for everyone.
",comments-8.json
36758,/comment/36758,"I am a cottage owner and fully  support the 3 year extension with a request that a permanent tenure solution to cottages in Rondeau Park be determined ASAP. I would also ask that the lease extension be automatically granted without the need for hard signatures as this is an administrative burden for many people at this time of year who may be away.
",comments-8.json
36759,/comment/36759,"I support a long term solution to keep the cottages in Rondeau Provincial Park.  They significantly contribute to the economic well being of the small rural Chatham-Kent community.  They shop at our local stores, attend and support cultural and local community events.   I support the three year lease extension with the hope that a permanent long term solution can be quickly put in place.  We need to keep these cottagers in our park, keep the park alive and busy.  They will invest in their cottages and continue to care for the park in which they reside.
",comments-9.json
36760,/comment/36760,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being
",comments-9.json
36761,/comment/36761,"My parents have owned a cottage in Rondeau Park for many years - I fully support the 3 year extension that I trust will be used to pursue a permanent tenure solution that will see cottages remain in the park permanently. The park was chartered for the purpose of cottaging and cottages have been part of the park for over 100 years. Cottages are part of the fabric of the park and deserve to remain so in perpetuity
",comments-9.json
36763,/comment/36763,"I support the continuation of the Rondeau Cottage Community in perpetuity. I support the  three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders.
This time should be used to reach a permanent solution that will ensure that the cottage community remains forever.
If a permanent solution is reached prior to the three-year deadline, I further support it being implemented as soon as possible.
Thanks
",comments-9.json
36766,/comment/36766,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-9.json
36781,/comment/36781,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-9.json
36798,/comment/36798,"I wholeheartedly support the efforts to ensure the continuation of the Rondeau cottage community in perpetuity. If a 3 year lease extension is necessary as described in ERO policy proposal 019-0907, in order to come to a fair and equitable permanent solution to this continuing debate, then it should be done. Of course the offer should extend automatically to all leaseholders and if a solution could be proposed earlier, it would be welcome news.
",comments-9.json
36808,/comment/36808,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-9.json
36809,/comment/36809,"Rondeau park was created with cottages in it and this should continue it the heritage of the park.
So yes  the leases should be extended for the 3 years and a permitted solution need to be found
to keep cottages in the park. This would be a win for the surrounding area with investment and trade jobs updating these Cottages.
",comments-9.json
36811,/comment/36811,"Ontario parks needs to extend the leases in the park for now and a permeate  policy needs to be created for future years .This park needs to be Fixed
",comments-9.json
36812,/comment/36812,"yes the cottager's should be allowed to stay a permanent solution should created it should happen sooner that the 3 years of the lease extension and be implemented as soon as possible
",comments-9.json
36818,/comment/36818,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-9.json
36822,/comment/36822,"I support the continuation of the Rondeau cottage community forever! I also support  the three-year lease extension as described in ERO Policy Proposal 019-0907 and believe this lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
Thank you.
",comments-10.json
36826,/comment/36826,"I support the continuation of the Rondeau cottage community.  I FULLY SUPPORT  the three-year lease extension as described in ERO Policy Proposal 019-0907.
I am in favor of the lease extension being applied to all existing leaseholders automatically.
This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent occupation solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-10.json
36828,/comment/36828,"I COMPLETELY support the three-year lease extension as described in ERO Policy Proposal 019-0907.
I support the continuation of the Rondeau cottage community and am in favor of the lease extension being applied to all existing leaseholders automatically.
I trust that the extension period will be used to come up with a permanent occupancy solution to ensure the cottage community remains forever. If a permanent occupation solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-10.json
36836,/comment/36836,"I feel that this is over all ... a step in the right direction... many of
the cottages have been in the park just as long as many of the trees deeply rooted in the rich soil.  The cottagers are great for the local trades, and shops.  The cohabitation enjoyed by cottagers with nature and wild life is a rare form of beauty to be a part of.
My family has been a part of Rondeau Park for over 70 years.  We, along with the other cottagers have formed a unique community that includes people from both sides of the boarder.... a vast span of ages.... and multiple religious and political  view points.
As a community we look after each other like family... doing odd jobs for our elderly neighbors... learning how to take tips to care for the natural surroundings from the cottage veterans.
Each family that visits the Chatham-Kent area for cottaging,   shops at local stores , gets oil changes and car repairs at local garages, has repairs or upgrades done on  the cottages by local trades peoples.  We support and are supported by the local population.
I hope to be able to continue to be a part of this community long into the future.
Thank  you for your time.
M
",comments-10.json
36840,/comment/36840,"I am entirely in support of Rondeau cottages having their lease extended thru the next three years. I am also supporting a permanent long term solution for leaseholders to remain in their cottages . As a lease holder whose cottage has been in her family since 1926 , we have had
Many treasured family memories and events happen here and have a long-standing bond to the park! I believe a longterm solution is beneficial to all.
",comments-10.json
36842,/comment/36842,"To Whom it May Concern,
I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
Our cottage has been in my family for 4 generations. We share so much history with the land and community, and would hate to lose this.
Brienna
",comments-10.json
36843,/comment/36843,"The Rondeau Cottage Community should be permitted to stay within Rondeau Park in perpetuity.  Extending the leases for 3 years is the minimum that should be done while the stakeholders arrange for a permanent existence of the cottages within the park.  This park contains beautiful natural and built heritage features and I am strongly in favour of a rapid and permanent solution which permits long term occupation of cottage lots within Rondeau Park.
",comments-10.json
36848,/comment/36848,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
Thank You.
",comments-10.json
36849,/comment/36849,"Our family are current cottage leaseholders at Rondeau and fully support the continuation of the Rondeau cottage community in perpetuity. We agree to support  the three-year lease extension as described in ERO Policy Proposal 019-0907.
We are hopeful that during this three-year extension that a longer term solution will be finalized.  Should an agreement arise before the end of the three-year period expires, we certainly are hopeful that this agreement will be implemented as soon as possible. We do agree that the lease extension should be granted automatically to all existing leaseholders.
If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-10.json
36853,/comment/36853,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-10.json
36855,/comment/36855,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-10.json
36856,/comment/36856,"I am in favour of the proposed 3 year lease extension of the Rondeau cottage leases and furthermore I am in support of a permanent solution that would ensure the Rondeau cottages can remain in perpetuity. The cottage community has been a part of Rondeau for generations, has enhanced the use and enjoyment of the Park and in my view has been an essential element of Rondeau since its inception.
",comments-10.json
36864,/comment/36864,"I strongly support the continuation of the Rondeau cottage community in perpetuity. I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-10.json
36866,/comment/36866,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-11.json
36867,/comment/36867,"Growing up, camping and cottaging in Southwestern Ontario was always an integral part of my childhood.  Some of my best memories are of camping for family reunions, or staying at my grandparents cottage up north.  I always promised my grandparents that one day I would have my own cottage, and Rondeau is the perfect place.
My family and I are from the Chatham-Kent area and we are very much looking forward to being courteous, respectful, and environmentally-conscious community members in Rondeau.  We are hoping that the Ministry comes to a quick decision to extend the land lease so that I can have a place for my children to create the same memories that I did growing up.
My family and I strongly support the continuation of the Rondeau cottage community, and the three year lease extension in hopes that a long-term solution can be reached.  If a permanent solution is reached prior to the three-year deadline, we support it being implemented as soon as possible.
",comments-11.json
36874,/comment/36874,"Being a Rondeau cottage leaseholder and are hopeful in that  a resolution currently discussed would be confirmed. I do fully support a continued agreement extension of the leases so that we can enjoy the many years of enjoyment that Rondeau has brought our family for over 40 years.
I do agree to support  the three-year lease extension as described in ERO Policy Proposal 019-0907.
I and my family are hopeful that during this three-year extension that a longer term solution will be finalized.  If an agreement is agreed upon before the end of the three year extension, I would hope that this would be put in place immediately so that cottagers can continue the years of enjoyment as well as continue supporting the local economy in the Chatham/ Blenheim and Ridgetown area.
I do agree that the lease extension should be granted automatically to all current leaseholders.
Thank you for your time.
",comments-11.json
36878,/comment/36878,"I am strongly in favour of the lease extension for cottagers in Rondeau provincial park.  I hope this can lead to a long term solution for these cottagers who respect the park and provide much needed economic support for the region.  Parks are for people too.  Please try and come to a fair solution for the cottagers.
",comments-11.json
36884,/comment/36884,"I am strongly in favor of a rapid and permanent solution for long term occupation of cottage lots at Rondeau Park.  Therefore, I would be in favor of a 3 year lease extension at this time, which will give enough time that a permanent solution can be reached to ensure the cottage community remains forever. If a permanent solution is reached before the 3 year deadline, I support it being implemented as soon as possible, especially since it is already been extended for 2 years without resolution.
",comments-11.json
36885,/comment/36885,"I am strongly in favor of a rapid and permanent solution for long term occupation of cottage lots at Rondeau Park.  Therefore, I would be in favor of a 3 year lease extension at this time, which will give enough time that a permanent solution can be reached to ensure the cottage community remains forever. If a permanent solution is reached before the 3 year deadline, I support it being implemented as soon as possible, especially since it is already been extended for 2 years without resolution.
",comments-11.json
36901,/comment/36901,"I approve of the extension being offered.
I understand that a 2 year extension was granted 2 years ago in order to work out a lease extension, because the Ministry had not enough time to do one before the exhisting  one was about to expire.  I do not think it appropriate not to extend the leases, when all communication suggested that a lease extension or some form of LONG TERM Cottaging was being worked on.
",comments-11.json
36914,/comment/36914,"I support the Rondeau cottage Community and the proposed 3-year lease extension in the ERO policy proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time frame should be used to reach a permanent solution that will ensure the cottage community remains forever. If a permanent solution is reached prior to the 3-year deadline, I support it being implemented as soon as possible. Thank you.
",comments-11.json
36923,/comment/36923,"To whom it may concern:
I support the continuation of the Rondeau cottage community forever.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-11.json
36925,/comment/36925,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
Cottaging at Rondeau has been a tradition for my family for generations. Please do everything possible to ensure that this environment remains a treasure for the people, animals, and plants that thrive in the park.
",comments-11.json
36926,/comment/36926,"I wholly support the continuation of cottages in Rondeau Park indefinitely.   I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented ASAP.
",comments-11.json
36942,/comment/36942,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-11.json
36972,/comment/36972,"I’ve been thinking about this frequently since you posted it.  I’m totally supportive of the extension and for permanent tenure for the cottagers. What confuses me is the need for public consultation on the question.
It seems to me that the cabinet already has all the authority necessary to extend the temporary lease and to make tenure permanent without additional public comment.
I encourage the cabinet ministers to move forward with their plans and stop allowing procedural hurdles to slow things down.  The process has already been exercised many times and come out in favor of keeping the cottages and cottagers forever.
Make the extension automatic with no paperwork required and complete the process for permanent tenure.
God bless.
",comments-11.json
36973,/comment/36973,"I was pleased to hear that the leases will be extended for the three years, with the hope that a permanent solution can be realized prior to the expiration of this lease. Cottagers are the true stewards of the park and as a regular visitor to the park you can see how much they care about retaining the natural beauty of Rondeau.
",comments-11.json
36977,/comment/36977,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-11.json
36979,/comment/36979,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-11.json
36982,/comment/36982,"support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
36986,/comment/36986,"As a frequent visitor to Rondeau Provincial Park for over 15 years I have had the pleasure of meeting a number of cottagers, campers and day visitors that come to this wonderful park to enjoy themselves be it for a few hours, a day or a summer.  Everyone I have met loves the park and everything it offers.  They ALL think of the park as something that is unique and something that should not be changed.  The cottages are an integral part of fabric of what makes Rondeau a place to visit, time and time again. Without the cottages and the owners who take such good care of the park, visiting the area each summer would not be the same.  The park is defined by the cottages, the yacht club, the old big dock, the museum, the beach and the camp grounds.  I see a park that is vibrant, a wonderful mix of nature and humans living in harmony.  I cannot imagine the park any other way nor can I imagine the financial harm to the surrounding community if the cottages were gone.
I want to formally register my support the continuation of the Rondeau Park cottage community for the long term future. I also want to write that I wholeheartedly support the three-year lease extension as described in ERO Policy Proposal 019-0907.   The lease extension should be granted automatically to all existing cottage leaseholders.  However I want to say that this time should be used to reach a permanent solution that will ensure the cottage community remains in Rondeau forever.  Also, I support that if everyone agrees to a permanent solution before the end of the three-year deadline, that the permanent solution should be enacted immediately.  Give those cottagers permanent rights so that the local communities can benefit economically and the park can flourish going forward.
",comments-12.json
36996,/comment/36996,"I support the lease extension for the cottages in Rondeau Provincial Park.  In fact, I'm in favour of allowing the cottages to remain with either an open-end lease or with the opportunity for the cottage owners to purchase their lots.  Former Premier William G. Davis is on record for allowing the cottages to remain with open-ended leases.  His is a change of heart considering that his government sought to end cottaging in both Algonquin and Rondeau Park originally.  I see no problem with the cottages in Rondeau.
",comments-12.json
36998,/comment/36998,"I support the continuation of the Rondeau cottage community in perpetuity. I also support the three year lease extension as described in ERO Policy Proposal 019-0907.  This lease extension should be granted automatically to all leaseholders.  This time should be used to reach a permenant solution that will ensure that the cottage community remains indefinitely.  Hopefully a permenant solution can be reached and implemented before the end of the three year extension.
",comments-12.json
36999,/comment/36999,"Rondeau is a wonderful  place to visit with the family. Without the cottages and the owners who take such good care of the park, visiting the area each summer would not be the same.  The park has always been defined by the cottages, the yacht club, the museum, the beach and the camp grounds. I cannot imagine the park without the cottages.
I support the continuation of the Rondeau cottage community for the future. I also want to write that I REALLY support the three-year lease extension as described in ERO Policy Proposal 019-0907.
The lease extension should be granted automatically to all existing cottage leaseholders. There needs to be a permanent solution that will ensure the cottage community remains in Rondeau forever.
",comments-12.json
37000,/comment/37000,"I support the continuation of the Rondeau cottage community in perpetuity.
I support the three-year lease extension as described in ERO Policy Proposal 019-0907.
This lease extension should be granted automatically to all existing leaseholders.
This time should be used to reach a permanent solution that will ensure the cottage community remains forever.
If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37002,/comment/37002,"I support the continuation of the Rondeau cottage community in perpetuity.
I support the three-year lease extension as described in ERO Policy Proposal 019-0907.
This lease extension should be granted automatically to all existing leaseholders.
This time should be used to reach a permanent solution that will ensure the cottage community remains forever.
If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37003,/comment/37003,"I support the continuation of the Rondeau cottage community in perpetuity.
I support the three-year lease extension as described in ERO Policy Proposal 019-0907.
This lease extension should be granted automatically to all existing leaseholders.
This time should be used to reach a permanent solution that will ensure the cottage community remains forever.
If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37006,/comment/37006,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37007,/comment/37007,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37017,/comment/37017,"We support the continuation of the Rondeau cottage community in perpetuity.  We support the short term lease extension as described in the ERO Policy Proposal 019-0907.  This extension should be extended to all leaseholders.  This extended time should be used to  reach a permanent solution that will ensure the cottage community of over 100 years remains intact and becomes permanent.  We support a long term solution as soon as possible.  We personally experienced Rondeau for over 60 years and believe the Cottage & Cottagers are an asset to the Park as well as being a cultural, economic benefit to the CK Community.
",comments-12.json
37040,/comment/37040,"I support the  3-year lease extension proposal for Rondeau Park.  During this 3-year period I encourage all parties to negotiate and implement a permanent resolution to this problem of insecure tenure.
I believe the leaseholders, if granted secure tenure, will invest in their properties in an environmentally sensitive manner thereby ensuring the sustainability of the park.
Secure tenure in the park would also stimulate much needed, appropriate economic activity in the nearby communities.
",comments-12.json
37043,/comment/37043,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37044,/comment/37044,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-12.json
37060,/comment/37060,"I support the proposed amendment for a three-year extension of the Rondeau Park cottage leases, and a permanent solution to allow cottages to remain within the park indefinitely. This extension should be granted to all existing leaseholders. The economic and recreational benefits to the community of these cottages are substantial, and environmental impact is minimal.
",comments-12.json
37086,/comment/37086,"I absolutely and without hesitation support the 3-year lease extension as described in ERO 019-090. Indeed, I firmly believe that Cottage’s should be welcomed in perpetuity, using this interim period to achieve a permanent solution. Immediate implementation should occur if this permanent solution is realized in this period.
",comments-13.json
37091,/comment/37091,"Thank you for this opportunity to comment on this proposal. As a fifth-generation cottager I have seen first-hand the many benefits of having cottages in Rondeau. We are devoted stewards of the environment. We are active volunteers in the community. And we generate substantial economic benefit to the surrounding area, especially in south Chatham-Kent, which has faced significant economic challenges over the last two decades.
Therefore, our household supports the three-year extension as listed in proposal 019-0907. We believe this extension should apply immediately to all current leaseholders. I believe this interim measure should allow cottagers and the MOE to reach a permanent solution. We support a permanent solution that allows for our cottage community to remain in Rondeau in perpetuity. Ideally, if a permanent solution is reached by the cottagers and MOE before the three-year interim agreement is finished, we whole-heartedly support the permanent arrangement being implemented immediately.
Again, thank you for your time and consideration of this message.
",comments-13.json
37095,/comment/37095,"I wholly support the continuation of the Rondeau cottage community indefinitely.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907 and feel it should be granted automatically to all existing leaseholders. This three year extension should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached before the three-year deadline, I support it being implemented as soon as possible.
Thank you.
",comments-13.json
37097,/comment/37097,"To Whom it may concern:
I support the permanent continuation of the Rondeau cottage community.  With some reservations (ie: as per my reasons below) I support the three-year lease extension as described in ERO Policy Proposal 019-0907.
•	As you know the current two-year extension is close to expiration.
•	This causes significant stress for all of the Rondeau Cottage community.
•	I am concerned that the three years stretches past this current government’s term (ie: The 43rd    Ontario general election will be held on or before June 2, 2022.) and wondering why the three years and not within the current government’s term of office.
•	 This lease extension should be granted automatically to all existing leaseholders.
 This time should (we hope) be used to reach a more permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
Hopefully we get a resolution soon!
Thankyou,
",comments-13.json
37098,/comment/37098,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-13.json
37099,/comment/37099,"The Rondeau cottagers deserve to stay in the park they are other Parks in Ontario that have Cottages and co-exist with the Park System so Why not Rondeau?
A 3 years extension is a Start and a new Deal should not Take 3 years to complete and should be completed Faster Rather than leaving these people hanging for another 3 years .
Something Permanent needs to be done Sell the land Get it done! its less than 1% of the park
This will create revenue and investment in the Park which are Both needed
The Rating of this Park needs to change Back to recreational from Natural .There is Clear Creek Provincial Park less than 15 Kilometres away which is defiantly a Natural Park and should carry that Rating .Most people in the Ares Don't even know Clear Creek  is a Provincial Park
Its Time to Fix Rondeau!
",comments-13.json
37107,/comment/37107,"I am in favour of the three year extension with a view to granting a long term lease.  Cottages have been in the park since its inception and are what makes Rondeau special. The dune area  along Lakeshore Road has extended enormously over the years due to the deposits of sand from across the lake and with the growth of vegetation the cottages are now further from the beach.
  Businesses in the local communities rely on income from the cottagers.
",comments-13.json
37112,/comment/37112,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-13.json
37114,/comment/37114,"I am very much in favour of a three year extension to the Rondeau provincial Park cottage leases particularly if this results in a more permanent solution to the leases.  I am very hopeful that this would take less time than the proposed three years as we have put on hold a number of projects such as a new roof waiting for confirmation of an extension.
",comments-13.json
37115,/comment/37115,"I support the continuation of the Rondeau cottage community in perpetuity.  I support the three-year lease extension as described in ERO Policy Proposal 019-0907. This lease extension should be granted automatically to all existing leaseholders. This time should be used to reach a permanent solution that will ensure the cottage community remains forever.  If a permanent solution is reached prior to the three-year deadline, I support it being implemented as soon as possible.
",comments-13.json
37116,/comment/37116,"My family have been leaseholders in Rondeau Park since the 1950's.  I and my family am definitely in favour of the Rondeau cottage community continuing in perpetuity. In that we, the cottage owners, have been left in limbo for several years now, I would like to see the matter of the lease extensions resolved in the very near future.
That said, I will support your proposed three year lease extension as laid out in ERO Policy Proposal 019-0907. However, i would strongly recommend that every effort be made to reach a solution in a much shorter time frame.  With lease extensions up in the air for so long, there are many cottages that are in need of repair and the owners, myself included, don't want to spend the necessary money if the leases are not going to be extended for a period of more than three years.
I would strongly encourage the Province to extend all the existing leases for a significant period that will allow and encourage leaseholders to take pride in and want to improve their properties.
Further, please re-visit some of the regulations imposed by the previous government that restrict the use of the park by responsible leaseholders such as pets on the beach, etc.
Thank you for dealing with this in a timely manner.
",comments-13.json
37117,/comment/37117,"I strongly believe that the leases to cottagers in Rondeau Provincial Park should be extended for a minimum of three years. I enjoy walking and cycling through the Park on the roads and many trails. The cottagers do not interfere with my enjoyment of the Park as the majority on the north and west sides do are not inhabited or open for motor vehicle traffic. The cottagers certainly bring tax money and business into the surrounding area and is much needed.
",comments-13.json
