ADDRESSNUM,ADDRESSSTR,ASSETTYPE,SIDE,WARD,Lon,Lat
485,Broadview Ave,Post & Ring,East,30,-79.35287476,43.669361655856704
19,Sackville St,Post & Ring,East,28,-79.35952663,43.65383853190167
70,East Liberty St,Post & Ring,North,19,-79.41462994,43.63874621
219,Dufferin St,Post & Ring,East,14,-79.42634583,43.636572105022736
201,King St E,Post & Ring,West,28,-79.36961174,43.65116815004089
47,Woodmount Ave,Post & Ring,North,31,-79.31609631,43.68677382286313
799,King St W,Post & Ring,South,19,-79.40716267,43.642938901152945
602,Markham St,Post & Ring,West,19,-79.41218376,43.66411528899857
57,Grenville St,Post & Ring,North,27,-79.38630581,43.66156954932828
65,Grace St,Post & Ring,East,19,-79.41441536,43.65216179437164
263,Queens Quay E,Post & Ring,West,28,-79.36188698,43.646199681793775
491,Bay St,Post & Ring,East,27,-79.38287258,43.653962732819394
425,Bloor St W,Post & Ring,East,20,-79.40518856,43.66625735215774
974,Queen St W,Post & Ring,North,19,-79.41780567,43.64446062081157
817,Gerrard St E,Post & Ring,South,30,-79.34472084,43.667095529978354
225,Wellington St W,Post & Ring,South,20,-79.38866615,43.64529910292748
149,College St,Post & Ring,South,20,-79.3915844,43.65952046093926
1054,Coxwell Ave,Post & Ring,West,29,-79.32935715,43.69707596952125
275,Bathurst St,Post & Ring,East,20,-79.40544605,43.65119920167507
415,Queens Quay W,Post & Ring,South,20,-79.39136982,43.63765916675675
22,The Esplanade,Post & Ring,North,28,-79.37489033,43.64654127714218
1867,Yonge St,Post & Ring,East,22,-79.39626217,43.697200080980906
56B,Kensington Ave,Post & Ring,West,20,-79.40051079,43.65418008380726
336,Oakwood Ave,Post & Ring,West,17,-79.43840504,43.68618418864452
171,Front St W,Post & Ring,South,20,-79.38441753,43.644771171107976
116A,Sherbourne St,Post & Ring,West,28,-79.36931133,43.65377643134653
110,Wellesley St E,Post & Ring,North,27,-79.37695026,43.66653674606505
1400,Eglinton Ave W,Post & Ring,North,21,-79.43861961,43.698255018016255
137,Edward St,Post & Ring,South,27,-79.38810825,43.655453123795894
84,Adelaide St E,Post & Ring,North,28,-79.374547,43.65132340805124
409 1/2,College St,Post & Ring,West,20,-79.40656185,43.65650879502445
391,Brunswick Ave,Post & Ring,East,20,-79.40853596,43.66908227509819
746,Bathurst St,Post & Ring,West,19,-79.4108963,43.66417737886144
401,Vaughan Rd,Post & Ring,West,21,-79.43209648,43.688915077334485
214,Wellington St W,Post & Ring,North,20,-79.38866615,43.64545437610903
3079,Danforth Ave,Post & Ring,West,35,-79.28708553,43.691242441148376
1412,Queen St W,Post & Ring,North,14,-79.43475723,43.641044461594106
901,Eglinton Ave W,Post & Ring,South,21,-79.42733288,43.700519967181464
1168A,Bay St,Post & Ring,West,27,-79.38926697,43.66895810545478
56,St Clair Ave W,Rack,North,22,-79.3969059,43.687642746936774
195B,Dundas St W,Post & Ring,East,27,-79.38724995,43.655173678305346
779,St Clair Ave W,Post & Ring,South,21,-79.42922115,43.68084618357483
450,Queen St E,Post & Ring,North,28,-79.36102867,43.65641564830963
496,Montrose Ave,Post & Ring,South,19,-79.42102432,43.66290452383666
731,Eastern Ave,Post & Ring,West,30,-79.32879925,43.659768839014106
2,Bellefair Ave,Post & Ring,West,32,-79.30004597,43.67035499913274
270,Front St W,Post & Ring,North,20,-79.38827991,43.64418112417215
15,Brunel Crt,Post & Ring,South,20,-79.39338684,43.64039226366111
540,Kingston Rd,Post & Ring,North,32,-79.30146217,43.67814596524221
461,Cherry St,Post & Ring,East,28,-79.35793877,43.65293806756634
112,College St,Post & Ring,North,27,-79.38918114,43.660265592081316
60,Grosvenor St,Post & Ring,North,27,-79.38724995,43.66231465503992
15,Charles St E,Post & Ring,South,27,-79.38514709,43.66877185050802
13,Phoebe St,Post & Ring,East,20,-79.39377308,43.65051606201462
968,Bathurst St,Post & Ring,North,20,-79.41321373,43.669609993216966
1206,Yonge St,Post & Ring,West,22,-79.39154148,43.68165312179053
61,College St,Post & Ring,South,27,-79.38686371,43.660513967073655
21,King St E,Post & Ring,South,28,-79.37643528,43.649398180355035
140A,Carlton St,Post & Ring,North,27,-79.37497616,43.66284243
215,Madison Ave,Post & Ring,South,20,-79.40570354,43.675073155183355
10,Linnsmore Cres,Post & Ring,West,29,-79.33008671,43.68258419086084
278,Dupont St,Post & Ring,West,20,-79.40733433,43.675197312175555
170,College St,Post & Ring,North,20,-79.39304352,43.659365224120734
85,Hanna Ave,Post & Ring,East,19,-79.4195652,43.639740058648385
712,College St,Post & Ring,North,19,-79.41862106,43.65526683
30,College St,Post & Ring,North,27,-79.38450336,43.661165946540024
8,Bay St,Post & Ring,North,28,-79.37746525,43.641044461594106
1165,Bloor St W,Post & Ring,South,18,-79.4380188,43.65924103437692
1649,Bloor St W,Post & Ring,South,14,-79.45600033,43.655484173214575
735,Queen St W,Post & Ring,West,19,-79.40664768,43.64654127714218
457,Front St E,Post & Ring,South,28,-79.35656548,43.65290701683122
27,Carlton St,Post & Ring,South,27,-79.38076973,43.661476410464104
366,Oakwood Ave,Post & Ring,North,15,-79.43892002,43.687146220436006
5,Scott St,Post & Ring,East,28,-79.37544823,43.64700708585036
284A,King St E,Post & Ring,North,28,-79.36532021,43.65197548731186
90,Shuter St,Post & Ring,West,27,-79.37407494,43.65560837072874
5,Roehampton Ave,Post & Ring,East,22,-79.39845085,43.707903727791944
49,St Clair Ave W,Post & Ring,South,22,-79.39604759,43.68758068134895
101,Richmond St W,Post & Ring,South,28,-79.38325882,43.65067132171066
40,Dundas St W,Post & Ring,North,27,-79.38188553,43.65619830541314
620,Mount Pleasant Rd,Post & Ring,West,22,-79.38858032,43.704056839946844
3036,Danforth Ave,Post & Ring,North,31,-79.2897892,43.69096316225912
373,Spadina Ave,Post & Ring,East,20,-79.39900875,43.65585676498648
550,Queen St E,Post & Ring,North,28,-79.35712337,43.65728501202881
51,Dockside Dr,Post & Ring,South,28,-79.36527729,43.644305345061326
451,Adelaide St W,Post & Ring,South,20,-79.39922333,43.64588913888227
311X,Queens Quay W,Post & Ring,South,20,-79.38832283,43.63834245
200,King St E,Post & Ring,North,28,-79.37038422,43.65085763281613
22,Duncan St,Post & Ring,West,20,-79.38862324,43.6480008
20,Albert St,Post & Ring,West,27,-79.38115597,43.653031219675455
250A,Queens Quay W,Post & Ring,North,20,-79.38501835,43.639212077976396
7,Yonge St,Post & Ring,West,28,-79.37394619,43.64408795833674
12,Grosvenor St,Post & Ring,North,27,-79.38484669,43.66290452383666
16,Russell St,Post & Ring,North,20,-79.39832211,43.660172451194256
110,Larchmount Ave,Post & Ring,South,30,-79.33446407,43.66222151733169
475,Roncesvalles Ave,Post & Ring,East,14,-79.45153713,43.65321752346014
30,Adelaide St E,Post & Ring,East,28,-79.3773365,43.65119920167507
290,Harbord St,Post & Ring,North,19,-79.41514492,43.66048292025582
1547,Bloor St W,Post & Ring,South,14,-79.45321083,43.656074109119146
175,Harbord St,Post & Ring,East,20,-79.40776348,43.661817918926346
370,Huron St,Post & Ring,West,20,-79.40051079,43.66454991669016
575,Danforth Ave,Post & Ring,South,30,-79.34678078,43.678456341346674
57,Grenville St,Post & Ring,West,27,-79.38613415,43.661321178702735
1132,Dupont St,Post & Ring,North,18,-79.43789005,43.66867872
401-409,King St W,Post & Ring,South,20,-79.3941164,43.64557859436533
493,Adelaide St W,Post & Ring,South,20,-79.40098286,43.64557859436533
98,Strathcona Ave,Post & Ring,North,30,-79.34077263,43.67653198361833
55,Bloor St W,Post & Ring,East,27,-79.38909531,43.66908227509819
477,Eglinton Ave W,Post & Ring,South,22,-79.41269875,43.70362249839005
895,Dundas St W,Post & Ring,South,19,-79.4120121,43.65101289162919
213,Roncesvalles Ave,Post & Ring,East,14,-79.4486618,43.64560964888926
864,Eglinton Ave W,Post & Ring,North,21,-79.42617416,43.70095433121614
1724,Eglinton Ave W,Post & Ring,North,15,-79.44694519,43.696486436579704
440,Wellington St W,Post & Ring,North,20,-79.39720631,43.64356001587336
1870,Danforth Ave,Post & Ring,North,31,-79.31716919,43.68481869767518
347,Roncesvalles Ave,Post & Ring,East,14,-79.45020676,43.64955344294083
222,College St,Post & Ring,North,20,-79.39724922,43.65865112958588
230,Richmond St W,Post & Ring,North,20,-79.38862324,43.64964660029969
222,St Patrick St,Post & Ring,West,20,-79.39072609,43.65576361726025
15,Devonshire Pl,Post & Ring,East,20,-79.39694881,43.66622631
73,Queen's Park Cres E,Post & Ring,North,20,-79.39351559,43.66597796
409 1/2,College St,Post & Ring,South,20,-79.40621853,43.65663299041944
180,Dundas St W,Post & Ring,North,27,-79.38686371,43.655111579130846
991,Bloor St W,Post & Ring,South,18,-79.4299078,43.66097966741495
592,Markham St,Post & Ring,West,19,-79.41205502,43.663835883820894
55,Wellington St W,Rack,South,28,-79.38051224,43.646976032048855
1177,Yonge St,Post & Ring,East,27,-79.39167023,43.68249108460404
191R,Roxton Rd,Post & Ring,West,19,-79.41986561,43.65365223004352
253,Spadina Ave,Post & Ring,East,20,-79.39750671,43.65213074323515
1511,Danforth Ave,Post & Ring,South,30,-79.32528019,43.68289454400659
1009,Bloor St W,Post & Ring,South,18,-79.43050861,43.66082443436923
220,Cowan Ave,Post & Ring,West,14,-79.43295479,43.64070283498836
46,St George St,Post & Ring,South,20,-79.39729214,43.660296639011534
2208,Danforth Ave,Post & Ring,North,31,-79.309659,43.68649452316623
211,Queens Quay W,Post & Ring,South,20,-79.38141346,43.639522655404164
74,The Esplanade,Post & Ring,West,28,-79.37287331,43.64753499801955
34,Mosley St,Post & Ring,West,30,-79.32905674,43.66038977970592
197-205,John St,Post & Ring,North,20,-79.39136982,43.65126130489526
39,Queen's Park Cres E,Post & Ring,East,27,-79.39055443,43.66423947
596,Spadina Ave,Post & Ring,North,20,-79.40162659,43.661352225087114
500,University Ave,Post & Ring,East,20,-79.38943863,43.655422074361155
365,Lippincott St,Post & Ring,South,20,-79.4097805,43.66535707
1044,Queen St E,Post & Ring,North,30,-79.33815479,43.66153850305628
87A,Mc Caul St,Post & Ring,East,20,-79.390769,43.652969118285455
90,Gerrard St W,Post & Ring,East,27,-79.38652039,43.658744272832905
130,St George St,Post & Ring,West,20,-79.39892292,43.66476722935593
148,Nassau St,Post & Ring,East,20,-79.40651894,43.65383853190167
127,Dundas St E,Post & Ring,South,27,-79.37626362,43.65660194159477
287,King St W,Post & Ring,South,20,-79.38930988,43.64660338517865
840,Coxwell Ave,Post & Ring,West,29,-79.32639599,43.689877065327266
1412,Dundas St W,Post & Ring,North,18,-79.42922115,43.649615547862794
20,Grosvenor St,Post & Ring,North,27,-79.38493252,43.66287347825502
93,Roncesvalles Ave,Post & Ring,East,14,-79.44720268,43.64175876549257
38,Barton Ave,Rack,West,20,-79.41372871,43.66805786785778
38,St Bartholomew St,Post & Ring,West,28,-79.36295986,43.65955150825482
918,Dundas St W,Post & Ring,North,19,-79.41261292,43.65101289162919
9,Vermont Ave,Rack,North,20,-79.4148016,43.67150353180173
295,Dundas St W,Rack,South,20,-79.39111233,43.65427323398984
38,Madison Ave,Post & Ring,West,20,-79.40355778,43.668989147889704
44,St George St,Post & Ring,South,20,-79.39754963,43.66020349817268
605,St Clair Ave W,Post & Ring,South,21,-79.42265511,43.68218072937114
366,Bloor St E,Post & Ring,North,27,-79.37802315,43.67218643269885
331,Queen St E,Post & Ring,South,28,-79.36519146,43.65535997544353
847,Dundas St W,Post & Ring,South,19,-79.40982342,43.651447614170536
595,Bay St,Post & Ring,North,27,-79.38287258,43.65598096173002
585,University Ave,Post & Ring,East,27,-79.3893528,43.657874930241405
99,Carlton St,Post & Ring,South,27,-79.37750816,43.662159425445935
390,Bay St,Post & Ring,West,28,-79.38154221,43.65147866566022
86,Bond St,Post & Ring,West,27,-79.37815189,43.65563942006716
119,Front St E,Post & Ring,South,28,-79.37051296,43.64964660029969
472A,Queen St W,Post & Ring,North,20,-79.4002533,43.6480008
12,Vaughan Rd,Post & Ring,West,21,-79.41802025,43.68146690624252
1343,Queen St E,Post & Ring,South,32,-79.32635307,43.664053199071446
956,Bay St,Post & Ring,West,27,-79.38737869,43.66458096140485
82,Maitland St,Post & Ring,East,27,-79.38051224,43.664891407668904
2,Toronto St,Post & Ring,West,28,-79.37604904,43.64967765272053
169,Clinton St,Post & Ring,East,19,-79.41501617,43.65840274688733
1491,Yonge St,Post & Ring,East,22,-79.39437389,43.689008173621005
400,Eastern Ave,Post & Ring,North,30,-79.34514999,43.65709872086288
325,Front St W,Post & Ring,East,20,-79.39094067,43.642907845248374
630,Queen St E,Post & Ring,North,30,-79.35278893,43.658278555152776
150,Danforth Ave,Post & Ring,North,29,-79.35755253,43.67653198361833
2040A,Danforth Ave,Post & Ring,North,31,-79.31407928,43.68547041315148
288,Bloor St W,Post & Ring,East,20,-79.40145493,43.667343876714625
56,Dan Leckie Way,Post & Ring,North,20,-79.39785004,43.63821821941934
161,Baldwin St,Post & Ring,South,20,-79.39982414,43.654925281222035
766,College St,Post & Ring,North,19,-79.42003727,43.65501843
493,King St E,Post & Ring,South,28,-79.35995579,43.65452163377026
875,Queen St E,Post & Ring,South,30,-79.34330463,43.660265592081316
711-717,Bay St,Post & Ring,East,27,-79.38493252,43.65899265411866
1753,Queen St E,Post & Ring,South,32,-79.30983067,43.667747437969524
251,Queens Quay W,Post & Ring,East,20,-79.38630581,43.63840456915102
91,Scollard St,Post & Ring,South,27,-79.3915844,43.671876024163424
287,Davenport Rd,Post & Ring,South,20,-79.39930916,43.67426612847257
185,Eastern Ave,Post & Ring,South,28,-79.35463428,43.65467688311125
319,Sutherland Dr,Post & Ring,South,26,-79.36523438,43.70861723629841
25,Toronto St,Post & Ring,East,28,-79.37630653,43.65073342547669
25,Lower River St,Post & Ring,South,28,-79.35446262,43.656167256363744
150,Gerrard St W,Post & Ring,North,27,-79.38797951,43.65796807469255
475,Front St E,Post & Ring,East,28,-79.35566425,43.65306227034637
452,Kingston Rd,Post & Ring,North,32,-79.30395126,43.67705963623325
1948,Queen St E,Post & Ring,North,32,-79.3029213,43.66945478248721
394,Adelaide St W,Post & Ring,North,20,-79.39596176,43.64672760105893
105,The Esplanade,Rack,South,28,-79.37252998,43.64750394449095
74,Front St E,Post & Ring,North,28,-79.37270164,43.64902554851156
219,Harbord St,Post & Ring,South,20,-79.40952301,43.66144536414396
149,Jameson Ave,Post & Ring,East,14,-79.43604469,43.637534932125334
120,Bayview Ave,Post & Ring,East,28,-79.35321808,43.65318647286952
1229A,Bloor St W,Post & Ring,South,18,-79.44085121,43.65865112958588
2098,Eglinton Ave W,Post & Ring,North,15,-79.45775986,43.69409721742301
310-316,Spadina Ave,Post & Ring,West,20,-79.39840794,43.65340383
544,Kingston Rd,Post & Ring,North,32,-79.30129051,43.67817700292488
110,Yonge St,Post & Ring,West,28,-79.3784523,43.65023659355032
214-220,College St,Post & Ring,North,20,-79.39664841,43.658744272832905
275,Bathurst St,Post & Ring,East,20,-79.40544605,43.65126130489526
531,Bay St,Post & Ring,East,27,-79.38317299,43.65470793
805,King St W,Post & Ring,South,19,-79.40729141,43.642907845248374
656A,Spadina Ave,Post & Ring,West,20,-79.40244198,43.66346334156111
1482,Bathurst St,Post & Ring,West,21,-79.41862106,43.683670419846834
388,Parliament St,Post & Ring,West,28,-79.36677933,43.66110385356254
28,Roncesvalles Ave,Post & Ring,West,14,-79.44664478,43.639833231226504
130-140,St George St,Post & Ring,West,20,-79.39879417,43.66436364806478
45,Mill St,Post & Ring,South,28,-79.36042786,43.65054711398591
20,St Andrew St,Post & Ring,North,20,-79.39982414,43.65418008380726
47,Front St E,Post & Ring,South,28,-79.37446117,43.647969745733946
37,Charles St W,Post & Ring,South,27,-79.38759327,43.668368296140585
230,Front St W,Post & Ring,North,20,-79.38643456,43.64458484112279
672,Mount Pleasant Rd,Post & Ring,West,22,-79.38913822,43.70551496
766,College St,Post & Ring,North,19,-79.42008018,43.65501843
7,Oak St,Post & Ring,South,28,-79.36570644,43.66082443436923
201,King St E,Post & Ring,West,28,-79.36961174,43.65107499504202
20,Albert St,Post & Ring,North,27,-79.38149929,43.65327962459327
24,Ward St,Post & Ring,North,18,-79.44630146,43.66197314940331
745,Broadview Ave,Post & Ring,East,30,-79.358325,43.675756015461616
870,Queen St E,Post & Ring,North,30,-79.34476376,43.66007931016276
1140,Bloor St W,Post & Ring,North,18,-79.43587303,43.65983093337226
414,Richmond St W,Post & Ring,East,20,-79.39591885,43.64806291
73,Front St E,Post & Ring,South,28,-79.37300205,43.64865291435626
222,Queen St W,Post & Ring,North,20,-79.38948154,43.650267645666105
100,Greensides Ave,Post & Ring,South,21,-79.43037987,43.680597892709585
77,Florence St,Post & Ring,South,18,-79.43274021,43.645392266884585
135,St George St,Post & Ring,North,20,-79.3991375,43.667747437969524
2259,Queen St E,Post & Ring,South,32,-79.29408073,43.67122416101327
177,Yonge St,Post & Ring,East,27,-79.37926769,43.65268966123574
223,College St,Post & Ring,South,20,-79.39733505,43.658309603110496
556,St Clair Ave W,Post & Ring,North,21,-79.42149639,43.68258419086084
1664,Eglinton Ave W,Post & Ring,North,15,-79.44492817,43.69692082983539
501,Parliament St,Post & Ring,East,28,-79.36806679,43.66476722935593
1220,Davenport Rd,Post & Ring,East,17,-79.43372726,43.674576524645715
2000,Queen St E,Post & Ring,North,32,-79.30008888,43.67007562299804
400,Parliament St,Post & Ring,West,28,-79.36703682,43.66172478044746
70,St George St,Post & Ring,West,20,-79.39759254,43.66163164182413
1261,Queen St W,Post & Ring,South,14,-79.43110943,43.641634539337645
1680,Bloor St W,Post & Ring,North,14,-79.45827484,43.655173678305346
1910,Gerrard St E,Post & Ring,North,32,-79.31197643,43.68041167388637
82,Roncesvalles Ave,Post & Ring,West,14,-79.44733143,43.641634539337645
12,Alexander St,Post & Ring,North,27,-79.38282967,43.663152887911906
457,Richmond St W,Post & Ring,South,20,-79.39754963,43.647597105028524
20,Sunlight Park Rd,Post & Ring,North,30,-79.34896946,43.65622935444654
2160,Yonge St,Post & Ring,West,22,-79.39785004,43.70393274268031
295,Queen St W,Post & Ring,South,20,-79.39038277,43.64992607150924
348,Bloor St W,Post & Ring,North,20,-79.40458775,43.666567789752264
333,Harbord St,Post & Ring,South,19,-79.41866398,43.65961360283774
372,Eglinton Ave W,Post & Ring,North,16,-79.40952301,43.704460154288995
1675,Danforth Ave,Post & Ring,South,32,-79.32158947,43.683639385005876
1383,Queen St E,Post & Ring,South,32,-79.32480812,43.66439469287582
197,Wellesley St E,Post & Ring,West,28,-79.37377453,43.667126573376606
