"id","latitude","longitude","survey"
556,43.652510305070535,-79.38368694702967,"{""map"": [[43.652510305070535, -79.38368694702967]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-24T13:28:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
565,43.6707332,-79.37458199999998,"{""map"": [[43.6707332, -79.37458199999998]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-27T02:28:34.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""badly""]}"
582,43.6647886,-79.34654469999998,"{""map"": [[43.6647886, -79.34654469999998]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-27T18:47:10.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
1364,43.615899561071906,-79.55854264454427,"{""map"": [[43.615899561071906, -79.55854264454427]], ""picture"": null, ""comments"": ""This big box plaza incl WalMart, Best Buy, Winners, Marks WW, Home Depot, McDonalds, plus several 'small-midsize' brands. The only bike parking I saw was a couple Ring+Post(?), near Best Buy. There's lots of retail traffic here. They could easily give up a (car) parking spot in a few places around plaza, to install some (multi-) bike racks, without impeding sidewalk space beside stores."", ""location"": ""The Queensway"", ""happening"": [{""date"": ""2019-05-30T18:30:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1406,43.71320372985328,-79.36638975088744,"{""map"": [[43.71320372985328, -79.36638975088744]], ""picture"": null, ""comments"": """", ""location"": ""Eglinton Avenue East"", ""happening"": [{""date"": ""2019-07-31T23:00:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1472,43.664719277065714,-79.41107101875349,"{""map"": [[43.664719277065714, -79.41107101875349]], ""picture"": null, ""comments"": """", ""location"": ""Bathurst Street"", ""happening"": [{""date"": ""2019-10-19T16:44:19.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
427,43.652137100000004,-79.41411049999999,"{""map"": [[43.652137100000004, -79.41411049999999], [43.650029599999996, -79.41723639999998], [43.650046599999996, -79.41723769999999], [43.62756668593453, -79.44896655473633], [43.650052699999996, -79.4172092]], ""picture"": null, ""happening"": [{""date"": ""2018-06-09T19:42:00.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
1519,43.7365655,-79.255116,"{""map"": [[43.7365655, -79.255116]], ""picture"": null, ""comments"": """", ""location"": ""Gilder Drive"", ""happening"": [{""date"": ""2020-08-06T05:41:04.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1427,43.6767271,-79.3557784,"{""map"": [[43.6767271, -79.35577840000002]], ""comments"": ""The post for the ring is loose (wiggles), as is the ring itself (wiggles against the post)."", ""location"": ""Danforth Avenue"", ""happening"": [{""date"": ""2019-08-15T22:56:40.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""damaged""]}"
1441,43.6676707,-79.3872792,"{""map"": [[43.6676707, -79.38727919999997]], ""comments"": ""child dev"", ""location"": ""Saint Mary Street"", ""happening"": [{""date"": ""2019-09-11T21:56:07.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
440,43.63111902622391,-79.3736321590332,"{""map"": [[43.63111902622391, -79.3736321590332], [43.61521317493179, -79.38187190512696], [43.63000078360212, -79.37946864584961]], ""happening"": [{""date"": ""2018-06-10T18:45:00.000Z"", ""time"": [""minutes""]}]}"
453,43.639492499999996,-79.38095909999998,"{""map"": [[43.639492499999996, -79.38095909999998]], ""picture"": null, ""happening"": [{""date"": ""2018-06-13T00:24:30.000Z"", ""time"": [""hours""]}], ""problem_type"": [""other""]}"
466,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""happening"": [{""date"": ""2018-06-14T01:34:36.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
479,43.67880585055542,-79.40913547514651,"{""map"": [[43.67880585055542, -79.40913547514651]], ""picture"": null, ""happening"": [{""date"": ""2018-06-14T23:27:42.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""full""]}"
1499,43.6587270233538,-79.3504422507046,"{""map"": [[43.65872702335385, -79.35044225070459]], ""comments"": ""In front of 687 Queen St E"", ""location"": ""Queen Street East"", ""happening"": [{""date"": ""2020-06-10T18:02:46.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1542,43.74246083156616,-79.26120605249633,"{""map"": [[43.74246083156616, -79.26120605249633]], ""picture"": null, ""comments"": ""No bike parking in the plaza at Stansbury"", ""location"": ""Midland Avenue"", ""happening"": [{""date"": ""2021-06-22T00:56:13.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1365,43.6154732159446,-79.52510707293112,"{""map"": [[43.6154732159446, -79.52510707293112]], ""picture"": null, ""comments"": ""This is a WENDY'S fast food shop, plus Tim Hortons drive-thru. Quite busy. NO bike parking."", ""location"": ""Kipling Avenue"", ""happening"": [{""date"": ""2019-06-03T21:30:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
389,43.6296406,-79.38122440000001,"{""map"": [[43.6296406, -79.38122440000001]], ""picture"": null, ""happening"": [{""date"": ""2018-06-06T01:50:28.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly"", ""other"", ""full"", ""absent""]}"
1442,43.685929901876904,-79.32133791115109,"{""map"": [[43.685929901876904, -79.32133791115109]], ""picture"": null, ""comments"": ""General comment - more bike rings needed around Earl Beatty school. They're often full! Thanks!"", ""location"": ""Glebeholme Boulevard"", ""happening"": [{""date"": ""2019-09-11T13:00:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1500,43.66960808574634,-79.43452779380698,"{""map"": [[43.66960808574634, -79.43452779380698]], ""picture"": null, ""comments"": ""This is a studio I work at and there are only 2 bike rings that all the tenants must share. As it is a work space most people are parked for hours. There appears to be space for a few more much needed rings"", ""location"": ""Dupont Street"", ""happening"": [{""date"": ""2020-06-21T21:16:51.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1520,43.7365708,-79.2551006,"{""map"": [[43.7365708, -79.2551006]], ""picture"": null, ""comments"": """", ""location"": ""Gilder Drive"", ""happening"": [{""date"": ""2020-08-06T05:41:44.000Z"", ""time"": [""days""]}], ""problem_type"": [""absent""]}"
1407,43.669242409202,-79.4129736059198,"{""map"": [[43.669242409202006, -79.41297360591977]], ""comments"": """", ""location"": ""Bathurst Street"", ""happening"": [{""date"": ""2019-07-15T14:46:09.000Z"", ""time"": [""hours""]}], ""problem_type"": [""damaged""]}"
1433,43.6413483956209,-79.4226877811714,"{""map"": [[43.6413483956209, -79.42268778117136]], ""comments"": """", ""location"": ""Lisgar Street"", ""happening"": [{""date"": ""2019-08-20T21:04:39.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""badly""]}"
1473,43.6842927,-79.3663285,"{""map"": [[43.6842927, -79.36632850000001]], ""comments"": """", ""location"": ""Beltline Trail"", ""happening"": [{""date"": ""2019-10-20T17:58:54.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
402,43.64862063237543,-79.39059218308103,"{""map"": [[43.64862063237543, -79.39059218308103]], ""picture"": null, ""happening"": [{""date"": ""2018-06-07T18:29:31.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1543,43.75631819546213,-79.48908116598358,"{""map"": [[43.75631819546213, -79.48908116598358]], ""picture"": null, ""comments"": ""No parking for the plaza at Ashwarren & Keele (S.E.)"", ""location"": ""Keele Street"", ""happening"": [{""date"": ""2021-06-22T00:58:52.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
428,43.652137100000004,-79.41411049999999,"{""map"": [[43.652137100000004, -79.41411049999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-09T22:20:10.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
441,43.63111902622391,-79.3736321590332,"{""map"": [[43.63111902622391, -79.3736321590332], [43.61521317493179, -79.38187190512696], [43.63000078360212, -79.37946864584961]], ""happening"": [{""date"": ""2018-06-10T18:45:00.000Z"", ""time"": [""minutes""]}]}"
454,43.6660171,-79.40724720000003,"{""map"": [[43.6660171, -79.40724720000003]], ""picture"": null, ""happening"": [{""date"": ""2018-06-13T00:24:37.000Z"", ""time"": [""hours""]}], ""problem_type"": [""damaged""]}"
467,43.67047610431138,-79.39266999283916,"{""map"": [[43.67047610431138, -79.39266999283916]], ""picture"": null, ""happening"": [{""date"": ""2018-06-14T13:28:23.000Z"", ""time"": [""minutes"", ""days""]}], ""problem_type"": [""absent"", ""badly""]}"
480,43.6660171,-79.40724720000003,"{""map"": [[43.6660171, -79.40724720000003]], ""picture"": null, ""happening"": [{""date"": ""2018-06-15T00:37:53.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
503,43.646444714300515,-79.39985748310318,"{""map"": [[43.646444714300515, -79.39985748310318]], ""picture"": null, ""happening"": [{""date"": ""2018-06-19T13:28:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1366,43.6677314762519,-79.3719923769946,"{""map"": [[43.66773147625187, -79.37199237699457]], ""comments"": """", ""location"": ""Wellesley Street East"", ""happening"": [{""date"": ""2019-06-07T13:32:22.000Z"", ""time"": [""days""]}], ""problem_type"": [""damaged"", ""badly""]}"
390,43.6296406,-79.38122440000001,"{""map"": [[43.6296406, -79.38122440000001], [43.6320802, -79.3819282]], ""picture"": null, ""happening"": [{""date"": ""2018-06-06T01:50:28.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly"", ""other"", ""full"", ""absent""]}"
403,43.66628073465379,-79.40520657738494,"{""map"": [[43.66628073465379, -79.40520657738494]], ""picture"": null, ""happening"": [{""date"": ""2018-06-07T19:05:47.000Z"", ""time"": [""days""]}], ""problem_type"": [""badly""]}"
1443,43.673593867167966,-79.33062046412965,"{""map"": [[43.673593867167966, -79.33062046412965]], ""picture"": null, ""comments"": ""Not NEARLY enough bike rings outside Left Field Brewery! All the ones there were jammed full and people are locking to gas lines, phone/hydro poles, neighbours' garages..."", ""location"": ""Wagstaff Drive"", ""happening"": [{""date"": ""2019-09-07T19:00:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
429,43.652137100000004,-79.41411049999999,"{""map"": [[43.652137100000004, -79.41411049999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-09T22:20:27.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""other""]}"
442,43.63111902622391,-79.3736321590332,"{""map"": [[43.63111902622391, -79.3736321590332], [43.61521317493179, -79.38187190512696], [43.63000078360212, -79.37946864584961]], ""happening"": [{""date"": ""2018-06-10T18:45:00.000Z"", ""time"": [""minutes""]}]}"
1474,43.670732799999996,-79.41406719999998,"{""map"": [[43.670732799999996, -79.41406719999998]], ""picture"": null, ""comments"": ""Only post and ring parking available. All were full\nThe actual time this occurred was Oct 22nd at 7:30pm"", ""location"": ""Bathurst Street"", ""happening"": [{""date"": ""2019-10-30T17:22:50.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
420,43.648739176563744,-79.38057863756069,"{""map"": [[43.648739176563744, -79.38057863756069]], ""happening"": [{""date"": ""2018-06-08T21:48:03.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
1501,43.6695855993541,-79.43408572235371,"{""map"": [[43.6695855993541, -79.43408572235371]], ""picture"": null, ""comments"": """", ""location"": ""Dupont Street"", ""happening"": [{""date"": ""2020-06-11T21:21:18.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent"", ""full""]}"
1521,43.5873853,-79.6420574,"{""map"": [[43.5873853, -79.6420574]], ""picture"": null, ""comments"": """", ""location"": ""Burnhamthorpe Road West"", ""happening"": [{""date"": ""2020-08-28T16:19:03.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1408,51.5317348,-0.127124800000047,"{""map"": [[51.5317348, -0.1271248000000469]], ""comments"": """", ""location"": ""Euston Road"", ""happening"": [{""date"": ""2019-08-03T15:58:59.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1437,43.6760090426786,-79.4067544966612,"{""map"": [[43.676009042678594, -79.40675449666122]], ""comments"": """", ""location"": ""Madison Avenue"", ""happening"": [{""date"": ""2019-08-30T12:42:50.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1544,43.65532940698333,-79.4134603061222,"{""map"": [[43.65532940698333, -79.4134603061222]], ""comments"": ""Bike post appears to have been wrapped up with tape so as to prevent use. No indications that this is authorized."", ""location"": ""College Street"", ""happening"": [{""date"": ""2021-07-06T20:20:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""damaged""]}"
481,43.6711159,-79.41411049999999,"{""map"": [[43.6711159, -79.41411049999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-15T00:38:26.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1367,53.5162479,-113.4948334,"{""map"": [[53.5162479, -113.4948334]], ""comments"": ""No parking outside Ohana donuts."", ""location"": ""Gateway Boulevard Northwest"", ""happening"": [{""date"": ""2019-06-11T02:47:31.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
404,43.66817825862553,-79.3962640925293,"{""map"": [[43.66817825862553, -79.3962640925293]], ""picture"": null, ""happening"": [{""date"": ""2018-06-07T19:06:00.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
1409,43.644848977257496,-79.3851585200656,"{""map"": [[43.644848977257496, -79.3851585200656]], ""picture"": null, ""comments"": ""There's not enough bike parking at Simcoe and Front, and there's absolutely *none* right by the corner."", ""location"": ""Front Street West"", ""happening"": [{""date"": ""2019-08-02T16:00:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
430,43.652137100000004,-79.41411049999999,"{""map"": [[43.652137100000004, -79.41411049999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-09T22:21:00.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""other""]}"
443,43.64974415071037,-79.39785380154422,"{""map"": [[43.64974415071037, -79.39785380154422]], ""picture"": null, ""happening"": [{""date"": ""2018-06-11T19:55:37.000Z"", ""time"": [""overnight""]}]}"
456,43.639492499999996,-79.38095909999998,"{""map"": [[43.639492499999996, -79.38095909999998]], ""picture"": null, ""happening"": [{""date"": ""2018-06-13T00:24:51.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
1444,43.68571931211099,-79.32057718786075,"{""map"": [[43.68571931211099, -79.32057718786075]], ""picture"": null, ""comments"": """", ""location"": ""Wolverleigh Boulevard"", ""happening"": [{""date"": ""2019-09-11T13:00:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
1475,43.69155711217399,-79.35577116480715,"{""map"": [[43.69155711217399, -79.35577116480715]], ""picture"": null, ""comments"": ""There's no public bike parking for blocks and blocks in this neighborhood :("", ""location"": ""Broadview Avenue"", ""happening"": [{""date"": ""2019-11-01T19:47:48.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""absent""]}"
482,43.6711159,-79.41411049999999,"{""map"": [[43.6711159, -79.41411049999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-15T00:39:34.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
493,43.6301323,-79.51730989999999,"{""map"": [[43.6301323, -79.51730989999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-15T18:31:30.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1502,43.669347385545024,-79.43439655944653,"{""map"": [[43.669347385545024, -79.43439655944653]], ""picture"": null, ""comments"": ""We'd like more bike parking at our studio! "", ""location"": ""Dupont Street"", ""happening"": [{""date"": ""2020-06-22T14:26:39.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
515,43.6396463,-79.38116359999998,"{""map"": [[43.6396463, -79.38116359999998], [43.60808349406692, -79.37206554702146], [43.6392837, -79.3810186]], ""picture"": null, ""happening"": [{""date"": ""2018-06-19T16:28:00.000Z"", ""time"": [""days""]}], ""problem_type"": [""absent"", ""full"", ""badly"", ""damaged"", ""other""]}"
526,43.66321419109444,-79.33072860580444,"{""map"": [[43.66321419109444, -79.33072860580444]], ""happening"": [{""date"": ""2018-06-20T22:00:00.000Z"", ""time"": [""hours""]}]}"
537,43.6532328,-79.3969315,"{""map"": [[43.6532328, -79.3969315]], ""picture"": null, ""happening"": [{""date"": ""2018-06-21T00:56:35.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
547,43.66573060081845,-79.3518384381752,"{""map"": [[43.66573060081845, -79.3518384381752]], ""picture"": null, ""happening"": [{""date"": ""2018-06-21T00:18:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
557,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-24T13:33:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
566,43.6707332,-79.37458199999998,"{""map"": [[43.6707332, -79.37458199999998]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-27T02:28:57.000Z"", ""time"": [""days""]}], ""problem_type"": [""damaged""]}"
575,43.648512851077726,-79.3927211422764,"{""map"": [[43.648512851077726, -79.3927211422764]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-27T14:57:15.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
590,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-06-29T14:29:42.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
597,43.81547527763881,-79.32285177224122,"{""map"": [[43.81547527763881, -79.32285177224122]], ""picture"": null, ""comments"": ""Not enough bike racks in shopping centre."", ""happening"": [{""date"": ""2018-06-29T18:26:27.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
433,43.765653194642404,-79.41227174509385,"{""map"": [[43.765653194642404, -79.41227174509385]], ""happening"": [{""date"": ""2018-06-11T02:28:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
609,43.698479999999996,-79.30147349999999,"{""map"": [[43.698479999999996, -79.30147349999999]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-07-02T17:32:03.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
616,43.670750299999995,-79.37453010000002,"{""map"": [[43.670750299999995, -79.37453010000002]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-07-04T01:54:23.000Z"", ""time"": [""hours""]}], ""problem_type"": [""damaged""]}"
622,43.692984599999996,-79.3024982,"{""map"": [[43.692984599999996, -79.3024982]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-07-05T06:28:53.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
627,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-07-05T18:24:21.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
631,43.64547041182428,-79.41928487741177,"{""map"": [[43.64547041182428, -79.41928487741177]], ""picture"": null, ""comments"": ""Serious lack of bike parking on Ossington. Bikes are locked to fences, gas meters, trees, etc. Need to repurpose some car parking!!"", ""happening"": [{""date"": ""2018-07-06T21:32:23.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""full""]}"
635,43.66389845492682,-79.39061727304687,"{""map"": [[43.66389845492682, -79.39061727304687]], ""picture"": null, ""comments"": """", ""happening"": [{""date"": ""2018-07-08T18:23:47.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""damaged""]}"
1368,52.2074893,-113.8156424,"{""map"": [[52.2074893, -113.8156424]], ""picture"": null, ""comments"": ""Peter's needs some parking. "", ""location"": ""Leva Avenue"", ""happening"": [{""date"": ""2019-06-15T01:07:13.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1410,43.649779054044544,-79.44472279329528,"{""map"": [[43.649779054044544, -79.44472279329528]], ""picture"": null, ""comments"": ""Two bike tires have been locked here for over 3 months. Need cutting off/removing."", ""location"": ""Sorauren Avenue"", ""happening"": [{""date"": ""2019-08-03T18:45:45.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""badly""]}"
1445,43.65449106488332,-79.38860025186767,"{""map"": [[43.65449106488332, -79.38860025186767]], ""picture"": null, ""comments"": ""2-3 abandoned bikes have been here for months. There are limited bike spaces available."", ""location"": ""University Avenue"", ""happening"": [{""date"": ""2019-09-09T13:28:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
405,43.668865077670134,-79.392959611023,"{""map"": [[43.668865077670134, -79.392959611023]], ""picture"": null, ""happening"": [{""date"": ""2018-06-07T19:08:29.000Z"", ""time"": [""days"", ""hours""]}], ""problem_type"": [""other""]}"
1476,43.66416133617198,-79.37479764029302,"{""map"": [[43.66416133617198, -79.37479764029302]], ""picture"": null, ""comments"": """", ""location"": ""Homewood Avenue"", ""happening"": [{""date"": ""2019-11-17T03:50:28.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
431,43.650053199999995,-79.41722749999997,"{""map"": [[43.650053199999995, -79.41722749999997]], ""picture"": null, ""happening"": [{""date"": ""2018-06-09T22:23:00.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
444,43.64974415071037,-79.39785380154422,"{""map"": [[43.64974415071037, -79.39785380154422]], ""picture"": null, ""happening"": [{""date"": ""2018-06-11T19:55:37.000Z"", ""time"": [""overnight""]}]}"
1503,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": ""There is not a single spot to lock my bike up."", ""location"": ""Gerrard Street West"", ""happening"": [{""date"": ""2020-07-02T19:49:51.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
470,43.67065938839561,-79.37423996673579,"{""map"": [[43.67065938839561, -79.37423996673579]], ""picture"": null, ""happening"": [{""date"": ""2018-06-14T18:38:26.000Z"", ""time"": [""hours"", ""days""]}], ""problem_type"": [""full""]}"
483,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""happening"": [{""date"": ""2018-06-15T00:40:17.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
1449,43.7601772,-79.4099003,"{""map"": [[43.7601772, -79.4099003]], ""comments"": """", ""location"": ""Yonge Street"", ""happening"": [{""date"": ""2019-09-15T21:19:37.000Z"", ""time"": [""hours""]}], ""problem_type"": [""other""]}"
1522,43.6590096612144,-79.3451861560813,"{""map"": [[43.65900966121445, -79.34518615608125]], ""comments"": ""Can we get a bike rack here? This is outside a popular yoga studio."", ""location"": ""McGee Street"", ""happening"": [{""date"": ""2020-08-31T23:18:09.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1545,43.6580617,-79.3864974,"{""map"": [[43.6580617, -79.3864974]], ""picture"": null, ""comments"": ""There is no bicycle parking at Old Mill, Etienne Brule, Home Smith Road or Kings Mill Park!\n\nWe have a kayak and planned to put in at Old Mill - but there's nowhere to lock our bikes! \n\nThere is a bike share stand in the vicinity, so it's clear there are some facilities for cyclists and a recognition of that by the City. \n\nThe map won't let me pin, but I'm trying to pin a spot near the Hurricane Hazel plaque near Old Mill Station."", ""location"": ""Gerrard Street West"", ""happening"": [{""date"": ""2021-07-17T14:23:00.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
494,43.6301323,-79.51730989999999,"{""map"": [[43.6301323, -79.51730989999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-15T18:31:30.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
506,43.6393793,-79.3810224,"{""map"": [[43.6393793, -79.3810224]], ""picture"": null, ""happening"": [{""date"": ""2018-06-19T23:55:21.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
516,43.781541462140304,-79.41325306367685,"{""map"": [[43.781541462140304, -79.41325306367685]], ""picture"": null, ""happening"": [{""date"": ""2018-06-20T00:00:00.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""full""]}"
527,43.698479999999996,-79.30147349999999,"{""map"": [[43.698479999999996, -79.30147349999999]], ""picture"": null, ""happening"": [{""date"": ""2018-06-13T16:02:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""other""]}"
1369,43.65986488246772,-79.36161623258238,"{""map"": [[43.65986488246772, -79.36161623258238]], ""picture"": null, ""comments"": ""There area number of bikes parked along the side of regent park blvd that have been there for at least a year. There is a sign that says temporary parking. It's along the side of the building on the east side of regent park blvd from dundas to sumach"", ""location"": ""Regent Park Boulevard"", ""happening"": [{""date"": ""2019-06-17T20:40:12.000Z"", ""time"": [""hours""]}], ""problem_type"": [""badly""]}"
1411,43.65767125814723,-79.44797006044922,"{""map"": [[43.65767125814723, -79.44797006044922]], ""picture"": null, ""comments"": ""At Dundas and Bloor near the Crossways Mall there are several abandoned bikes that has been there for more than one year."", ""location"": ""Symington Avenue"", ""happening"": [{""date"": ""2018-07-01T10:49:23.000Z"", ""time"": [""days""]}], ""problem_type"": [""badly""]}"
1446,43.65728681927374,-79.39040992636757,"{""map"": [[43.65728681927374, -79.39040992636757]], ""picture"": null, ""comments"": ""There are virtually no bike rings available during the day at Bay and Adelaide or anywhere else close. Thanks. "", ""location"": ""University Avenue"", ""happening"": [{""date"": ""2019-09-11T14:39:00.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""absent""]}"
1477,43.663823491712954,-79.41843474298071,"{""map"": [[43.663823491712954, -79.41843474298071]], ""picture"": null, ""comments"": """", ""location"": ""Bloor Street West"", ""happening"": [{""date"": ""2019-11-17T03:52:54.000Z"", ""time"": [""days""]}], ""problem_type"": [""badly""]}"
1523,43.68978445113605,-79.28995933313598,"{""map"": [[43.68978445113605, -79.28995933313598]], ""picture"": null, ""comments"": ""Bike rack is not a great design for security purposes. Also not in front of store, which would be nice. This is the rack across from Shoppers. "", ""location"": ""Danforth Avenue"", ""happening"": [{""date"": ""2020-08-31T23:35:08.000Z"", ""time"": [""minutes""]}], ""problem_type"": [""other""]}"
1546,43.69285515675503,-79.44166926506198,"{""map"": [[43.69285515675503, -79.44166926506198]], ""picture"": null, ""comments"": """", ""location"": ""Vaughan Road"", ""happening"": [{""date"": ""2021-07-23T00:00:00.000Z"", ""time"": [""overnight""]}], ""problem_type"": [""absent""]}"
1504,43.6692834589703,-79.4342753044996,"{""map"": [[43.66928345897026, -79.43427530449961]], ""comments"": """", ""location"": ""Dupont Street"", ""happening"": [{""date"": ""2020-07-06T16:59:50.000Z"", ""time"": [""hours""]}], ""problem_type"": [""full""]}"
432,43.680583191152394,-79.49459737012603,"{""map"": [[43.680583191152394, -79.49459737012603], [43.65428600703308, -79.39108385956507]], ""picture"": null, ""happening"": [{""date"": ""2018-06-09T22:49:47.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
445,43.648957583578536,-79.36545743814759,"{""map"": [[43.648957583578536, -79.36545743814759]], ""picture"": null, ""happening"": [{""date"": ""2018-06-12T22:46:44.000Z"", ""time"": [""hours""]}], ""problem_type"": [""absent""]}"
458,43.6394732,-79.38107930000001,"{""map"": [[43.6394732, -79.38107930000001]], ""picture"": null, ""happening"": [{""date"": ""2018-06-13T00:43:21.000Z"", ""time"": [""days""]}], ""problem_type"": [""damaged""]}"
471,43.6626956,-79.40004929999998,"{""map"": [[43.6626956, -79.40004929999998]], ""picture"": null, ""happening"": [{""date"": ""2018-06-14T19:27:01.000Z"", ""time"": [""days""]}], ""problem_type"": [""other""]}"
